Region,Store Name,#,Link
us,Michigan Avenue,1,https://www.apple.com/retail/michiganavenue/images/hero_large_2x.jpg
us,Michigan Avenue,2,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-tile-1_large_2x.jpg
us,Michigan Avenue,3,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-1-item-1_large_2x.jpg
us,Michigan Avenue,4,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-1-item-2_large_2x.jpg
us,Michigan Avenue,5,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-1-item-3_large_2x.jpg
us,Michigan Avenue,6,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-1-item-4_large_2x.jpg
us,Michigan Avenue,7,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-2-item-1_large_2x.jpg
us,Michigan Avenue,8,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-2-item-2_large_2x.jpg
us,Michigan Avenue,9,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-2-item-3_large_2x.jpg
us,Michigan Avenue,10,https://www.apple.com/retail/store/flagship-store/drawer/michiganavenue/images/store-drawer-gallery-2-item-4_large_2x.jpg
us,Millenia,1,https://www.apple.com/retail/millenia/images/hero_large_2x.jpg
us,Mission Viejo,1,https://www.apple.com/retail/missionviejo/images/hero_large_2x.jpg
us,Montgomery Mall,1,https://www.apple.com/retail/montgomerymall/images/hero_large_2x.jpg
us,Nanuet,1,https://www.apple.com/retail/nanuet/images/hero_large_2x.jpg
us,Natick,1,https://www.apple.com/retail/natick/images/hero_large_2x.jpg
us,New Haven,1,https://www.apple.com/retail/newhaven/images/hero_large_2x.jpg
us,North County,1,https://www.apple.com/retail/northcounty/images/hero_large_2x.jpg
us,North Star,1,https://www.apple.com/retail/northstar/images/hero_large_2x.jpg
us,NorthPark Center,1,https://www.apple.com/retail/northparkcenter/images/hero_large_2x.jpg
us,Northbrook,1,https://www.apple.com/retail/northbrook/images/hero_large_2x.jpg
us,Northlake Mall,1,https://www.apple.com/retail/northlakemall/images/hero_large_2x.jpg
us,Northridge,1,https://www.apple.com/retail/northridge/images/hero_large_2x.jpg
us,Oakbrook,1,https://www.apple.com/retail/oakbrook/images/hero_large_2x.jpg
us,Oakridge,1,https://www.apple.com/retail/oakridge/images/hero_large_2x.jpg
us,Old Orchard,1,https://www.apple.com/retail/oldorchard/images/hero_large_2x.jpg
us,Orland Square Mall,1,https://www.apple.com/retail/orlandsquaremall/images/hero_large_2x.jpg
us,Otay Ranch,1,https://www.apple.com/retail/otayranch/images/hero_large_2x.jpg
us,Oxmoor,1,https://www.apple.com/retail/oxmoor/images/hero_large_2x.jpg
us,Palo Alto,1,https://www.apple.com/retail/paloalto/images/hero_large_2x.jpg
us,Park City,1,https://www.apple.com/retail/parkcity/images/hero_large_2x.jpg
us,Park Meadows,1,https://www.apple.com/retail/parkmeadows/images/hero_large_2x.jpg
us,Partridge Creek,1,https://www.apple.com/retail/partridgecreek/images/hero_large_2x.jpg
us,Pasadena,1,https://www.apple.com/retail/pasadena/images/hero_large_2x.jpg
us,Penn Square,1,https://www.apple.com/retail/pennsquare/images/hero_large_2x.jpg
us,Pentagon City,1,https://www.apple.com/retail/pentagoncity/images/hero_large_2x.jpg
us,Perimeter,1,https://www.apple.com/retail/perimeter/images/hero_large_2x.jpg
us,Pheasant Lane,1,https://www.apple.com/retail/pheasantlane/images/hero_large_2x.jpg
us,Pioneer Place,1,https://www.apple.com/retail/pioneerplace/images/hero_large_2x.jpg
us,Polaris Fashion Place,1,https://www.apple.com/retail/polarisfashionplace/images/hero_large_2x.jpg
us,Potomac Town Center,1,https://www.apple.com/retail/potomactowncenter/images/hero_large_2x.jpg
us,Promenade Temecula,1,https://www.apple.com/retail/promenadetemecula/images/hero_large_2x.jpg
us,Providence Place,1,https://www.apple.com/retail/providenceplace/images/hero_large_2x.jpg
us,Quaker Bridge,1,https://www.apple.com/retail/quakerbridge/images/hero_large_2x.jpg
us,Queens Center,1,https://www.apple.com/retail/queenscenter/images/hero_large_2x.jpg
us,Renaissance at Colony Park,1,https://www.apple.com/retail/renaissanceatcolonypark/images/hero_large_2x.jpg
us,Reston,1,https://www.apple.com/retail/reston/images/hero_large_2x.jpg
us,Ridge Hill,1,https://www.apple.com/retail/ridgehill/images/hero_large_2x.jpg
us,Ridgedale,1,https://www.apple.com/retail/ridgedale/images/hero_large_2x.jpg
us,River Park Square,1,https://www.apple.com/retail/riverparksquare/images/hero_large_2x.jpg
us,Rockaway,1,https://www.apple.com/retail/rockaway/images/hero_large_2x.jpg
us,Rockingham Park,1,https://www.apple.com/retail/rockinghampark/images/hero_large_2x.jpg
us,Roosevelt Field,1,https://www.apple.com/retail/rooseveltfield/images/hero_large_2x.jpg
us,Rosedale Center,1,https://www.apple.com/retail/rosedalecenter/images/hero_large_2x.jpg
us,Roseville,1,https://www.apple.com/retail/roseville/images/hero_large_2x.jpg
us,Ross Park,1,https://www.apple.com/retail/rosspark/images/hero_large_2x.jpg
us,Royal Hawaiian,1,https://www.apple.com/retail/royalhawaiian/images/hero_large_2x.jpg
us,Saddle Creek,1,https://www.apple.com/retail/saddlecreek/images/hero_large_2x.jpg
us,Sagemore,1,https://www.apple.com/retail/sagemore/images/hero_large_2x.jpg
us,Saint Louis Galleria,1,https://www.apple.com/retail/saintlouisgalleria/images/hero_large_2x.jpg
us,SanTan Village,1,https://www.apple.com/retail/santanvillage/images/hero_large_2x.jpg
us,Santa Rosa Plaza,1,https://www.apple.com/retail/santarosaplaza/images/hero_large_2x.jpg
us,Scottsdale Fashion Square,1,https://www.apple.com/retail/scottsdalefashionsquare/images/hero_large_2x.jpg
us,Scottsdale Quarter,1,https://www.apple.com/retail/scottsdalequarter/images/hero_large_2x.jpg
us,Shadyside,1,https://www.apple.com/retail/shadyside/images/hero_large_2x.jpg
us,Sherman Oaks,1,https://www.apple.com/retail/shermanoaks/images/hero_large_2x.jpg
us,Short Hills,1,https://www.apple.com/retail/shorthills/images/hero_large_2x.jpg
us,Short Pump Town Center,1,https://www.apple.com/retail/shortpumptowncenter/images/hero_large_2x.jpg
us,Smith Haven,1,https://www.apple.com/retail/smithhaven/images/hero_large_2x.jpg
us,SoHo,1,https://www.apple.com/retail/soho/images/hero_large_2x.jpg
us,Solomon Pond Mall,1,https://www.apple.com/retail/solomonpondmall/images/hero_large_2x.jpg
us,Somerset,1,https://www.apple.com/retail/somerset/images/hero_large_2x.jpg
us,South Coast Plaza,1,https://www.apple.com/retail/southcoastplaza/images/hero_large_2x.jpg
us,South Hills Village,1,https://www.apple.com/retail/southhillsvillage/images/hero_large_2x.jpg
us,South Shore,1,https://www.apple.com/retail/southshore/images/hero_large_2x.jpg
us,SouthPark,1,https://www.apple.com/retail/southpark/images/hero_large_2x.jpg
us,Southcenter,1,https://www.apple.com/retail/southcenter/images/hero_large_2x.jpg
us,Southdale,1,https://www.apple.com/retail/southdale/images/hero_large_2x.jpg
us,Southlake Town Square,1,https://www.apple.com/retail/southlaketownsquare/images/hero_large_2x.jpg
us,Southpoint,1,https://www.apple.com/retail/southpoint/images/hero_large_2x.jpg
us,St. Johns Town Center,1,https://www.apple.com/retail/stjohnstowncenter/images/hero_large_2x.jpg
us,Stamford,1,https://www.apple.com/retail/stamford/images/hero_large_2x.jpg
us,Stanford Shopping Center,1,https://www.apple.com/retail/stanfordshoppingcenter/images/hero_large_2x.jpg
us,State Street,1,https://www.apple.com/retail/statestreet/images/hero_large_2x.jpg
us,Staten Island,1,https://www.apple.com/retail/statenisland/images/hero_large_2x.jpg
us,Station Park,1,https://www.apple.com/retail/stationpark/images/hero_large_2x.jpg
us,Stoneridge Mall,1,https://www.apple.com/retail/stoneridgemall/images/hero_large_2x.jpg
us,Stonestown,1,https://www.apple.com/retail/stonestown/images/hero_large_2x.jpg
us,Suburban Square,1,https://www.apple.com/retail/suburbansquare/images/hero_large_2x.jpg
us,Summerlin,1,https://www.apple.com/retail/summerlin/images/hero_large_2x.jpg
us,Summit Mall,1,https://www.apple.com/retail/summitmall/images/hero_large_2x.jpg
us,Summit Sierra,1,https://www.apple.com/retail/summitsierra/images/hero_large_2x.jpg
us,Syracuse,1,https://www.apple.com/retail/syracuse/images/hero_large_2x.jpg
us,Tacoma Mall,1,https://www.apple.com/retail/tacomamall/images/hero_large_2x.jpg
us,The Americana at Brand,1,https://www.apple.com/retail/theamericanaatbrand/images/hero_large_2x.jpg
us,The Falls,1,https://www.apple.com/retail/thefalls/images/hero_large_2x.jpg
us,The Fashion Mall at Keystone,1,https://www.apple.com/retail/thefashionmallatkeystone/images/hero_large_2x.jpg
us,The Forum Shops,1,https://www.apple.com/retail/theforumshops/images/hero_large_2x.jpg
us,The Galleria,1,https://www.apple.com/retail/thegalleria/images/hero_large_2x.jpg
us,The Gardens Mall,1,https://www.apple.com/retail/thegardensmall/images/hero_large_2x.jpg
us,The Greene,1,https://www.apple.com/retail/thegreene/images/hero_large_2x.jpg
us,The Grove,1,https://www.apple.com/retail/thegrove/images/hero_large_2x.jpg
us,The Mall of New Hampshire,1,https://www.apple.com/retail/themallofnewhampshire/images/hero_large_2x.jpg
us,The Oaks,1,https://www.apple.com/retail/theoaks/images/hero_large_2x.jpg
us,The Promenade Shops at Briargate,1,https://www.apple.com/retail/thepromenadeshopsatbriargate/images/hero_large_2x.jpg
us,The Promenade at Chenal,1,https://www.apple.com/retail/thepromenadeatchenal/images/hero_large_2x.jpg
us,The Summit,1,https://www.apple.com/retail/thesummit/images/hero_large_2x.jpg
us,The Westchester,1,https://www.apple.com/retail/thewestchester/images/hero_large_2x.jpg
us,The Woodlands,1,https://www.apple.com/retail/thewoodlands/images/hero_large_2x.jpg
us,Third Street Promenade,1,https://www.apple.com/retail/thirdstreetpromenade/images/hero_large_2x.jpg
us,Tice’s Corner,1,https://www.apple.com/retail/ticescorner/images/hero_large_2x.jpg
us,Topanga,1,https://www.apple.com/retail/topanga/images/hero_large_2x.jpg
us,Town Square,1,https://www.apple.com/retail/townsquare/images/hero_large_2x.jpg
us,Towson Town Center,1,https://www.apple.com/retail/towsontowncenter/images/hero_large_2x.jpg
us,Trumbull,1,https://www.apple.com/retail/trumbull/images/hero_large_2x.jpg
us,Twelve Oaks,1,https://www.apple.com/retail/twelveoaks/images/hero_large_2x.jpg
us,Twenty Ninth Street,1,https://www.apple.com/retail/twentyninthstreet/images/hero_large_2x.jpg
us,Tysons Corner,1,https://www.apple.com/retail/tysonscorner/images/hero_large_2x.jpg
us,UTC,1,https://www.apple.com/retail/utc/images/hero_large_2x.jpg
us,Union Square,1,https://www.apple.com/retail/unionsquare/images/hero_large_2x.jpg
us,Union Square,2,https://www.apple.com/retail/store/images/galleries/unionsquare/images/02_apple_union_square_023_large_2x.jpg
us,Union Square,3,https://www.apple.com/retail/store/images/galleries/unionsquare/images/03_apple_union_square_039_large_2x.jpg
us,Union Square,4,https://www.apple.com/retail/store/images/galleries/unionsquare/images/04_apple_union_square_016_large_2x.jpg
us,Union Square,5,https://www.apple.com/retail/store/images/galleries/unionsquare/images/05_apple_union_square_003_large_2x.jpg
us,Union Square,6,https://www.apple.com/retail/store/images/galleries/unionsquare/images/06_apple_union_square_010_large_2x.jpg
us,Union Square,7,https://www.apple.com/retail/store/images/galleries/unionsquare/images/07_apple_union_square_042_large_2x.jpg
us,Union Square,8,https://www.apple.com/retail/store/images/galleries/unionsquare/images/08_apple_union_square_028_large_2x.jpg
us,University Park Mall,1,https://www.apple.com/retail/universityparkmall/images/hero_large_2x.jpg
us,University Park Village,1,https://www.apple.com/retail/universityparkvillage/images/hero_large_2x.jpg
us,University Town Center,1,https://www.apple.com/retail/universitytowncenter/images/hero_large_2x.jpg
us,University Village,1,https://www.apple.com/retail/universityvillage/images/hero_large_2x.jpg
us,Upper East Side,1,https://www.apple.com/retail/uppereastside/images/hero_large_2x.jpg
us,Upper East Side,2,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image2_large_2x.jpg
us,Upper East Side,3,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image3_large_2x.jpg
us,Upper East Side,4,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image4_large_2x.jpg
us,Upper East Side,5,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image5_large_2x.jpg
us,Upper East Side,6,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image6_large_2x.jpg
us,Upper East Side,7,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image7_large_2x.jpg
us,Upper East Side,8,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image8_large_2x.jpg
us,Upper West Side,1,https://www.apple.com/retail/upperwestside/images/hero_large_2x.jpg
us,Upper West Side,2,https://www.apple.com/retail/store/images/galleries/upperwestside/images/uws_gallery_image2_large_2x.jpg
us,Upper West Side,3,https://www.apple.com/retail/store/images/galleries/upperwestside/images/uws_gallery_image3_large_2x.jpg
us,Uptown,1,https://www.apple.com/retail/uptown/images/hero_large_2x.jpg
us,Valencia Town Center,1,https://www.apple.com/retail/valenciatowncenter/images/hero_large_2x.jpg
us,Valley Fair,1,https://www.apple.com/retail/valleyfair/images/hero_large_2x.jpg
us,Valley Plaza,1,https://www.apple.com/retail/valleyplaza/images/hero_large_2x.jpg
us,Victoria Gardens,1,https://www.apple.com/retail/victoriagardens/images/hero_large_2x.jpg
us,Village Pointe,1,https://www.apple.com/retail/villagepointe/images/hero_large_2x.jpg
us,Vintage Faire,1,https://www.apple.com/retail/vintagefaire/images/hero_large_2x.jpg
us,Walden Galleria,1,https://www.apple.com/retail/waldengalleria/images/hero_large_2x.jpg
us,Walnut Street,1,https://www.apple.com/retail/walnutstreet/images/hero_large_2x.jpg
us,Walt Whitman,1,https://www.apple.com/retail/waltwhitman/images/hero_large_2x.jpg
us,Washington Square,1,https://www.apple.com/retail/washingtonsquare/images/hero_large_2x.jpg
us,Waterside Shops,1,https://www.apple.com/retail/watersideshops/images/hero_large_2x.jpg
us,Wellington Green,1,https://www.apple.com/retail/wellingtongreen/images/hero_large_2x.jpg
us,West 14th Street,1,https://www.apple.com/retail/west14thstreet/images/hero_large_2x.jpg
us,West 14th Street,2,https://www.apple.com/retail/store/images/galleries/west14thstreet/images/west14thstreet_gallery_image2_large_2x.jpg
us,West 14th Street,3,https://www.apple.com/retail/store/images/galleries/uppereastside/images/ues_gallery_image1_large_2x.jpg
us,West 14th Street,4,https://www.apple.com/retail/store/images/galleries/west14thstreet/images/west14thstreet_gallery_image4_large_2x.jpg
us,West County,1,https://www.apple.com/retail/westcounty/images/hero_large_2x.jpg
us,West Town Mall,1,https://www.apple.com/retail/westtownmall/images/hero_large_2x.jpg
us,Westfarms,1,https://www.apple.com/retail/westfarms/images/hero_large_2x.jpg
us,Williamsburg,1,https://www.apple.com/retail/williamsburg/images/hero_large_2x.jpg
us,Willow Grove Park,1,https://www.apple.com/retail/willowgrovepark/images/hero_large_2x.jpg
us,Willowbrook,1,https://www.apple.com/retail/willowbrook/images/hero_large_2x.jpg
us,Willowbrook Mall,1,https://www.apple.com/retail/willowbrookmall/images/hero_large_2x.jpg
us,Woodfield,1,https://www.apple.com/retail/woodfield/images/hero_large_2x.jpg
us,Woodland,1,https://www.apple.com/retail/woodland/images/hero_large_2x.jpg
us,Woodland Hills,1,https://www.apple.com/retail/woodlandhills/images/hero_large_2x.jpg
us,World Trade Center,1,https://www.apple.com/retail/worldtradecenter/images/hero_large_2x.jpg
